epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,35.7314,0.8009,0.68805,0.88905,0.58333,0.66667,0.5505,0.17432,2.25912,1.4827,1.65256,0.00163766,0.00163766,0.00163766
185,35.911,0.70965,0.65749,0.89704,0.58333,0.66667,0.5505,0.17432,2.25912,1.4827,1.65256,0.00163568,0.00163568,0.00163568
186,36.0991,0.82476,0.62571,0.87411,0.81369,0.58272,0.67116,0.233,2.15313,1.44812,1.60215,0.0016337,0.0016337,0.0016337
187,36.2785,0.74524,0.60317,0.89777,0.81369,0.58272,0.67116,0.233,2.15313,1.44812,1.60215,0.00163172,0.00163172,0.00163172
188,36.4673,0.741,0.63878,0.88749,0.77083,0.56667,0.6095,0.23292,2.14924,1.62193,1.60421,0.00162974,0.00162974,0.00162974
189,36.7201,0.8452,0.69601,0.8576,0.77083,0.56667,0.6095,0.23292,2.14924,1.62193,1.60421,0.00162776,0.00162776,0.00162776
190,36.9052,0.6847,0.59714,0.87146,0.70561,0.5595,0.62273,0.23347,2.20441,1.74231,1.6329,0.00162578,0.00162578,0.00162578
191,37.0909,0.83242,0.72218,0.90869,0.70561,0.5595,0.62273,0.23347,2.20441,1.74231,1.6329,0.0016238,0.0016238,0.0016238
192,37.2794,0.78575,0.70076,0.91845,0.62461,0.63333,0.6101,0.20733,2.25574,1.67276,1.67291,0.00162182,0.00162182,0.00162182
193,37.4571,0.74884,0.69876,0.90163,0.62461,0.63333,0.6101,0.20733,2.25574,1.67276,1.67291,0.00161984,0.00161984,0.00161984
194,37.6489,0.83809,0.68792,0.89072,0.56937,0.6,0.59763,0.21052,2.26246,1.54008,1.67344,0.00161786,0.00161786,0.00161786
195,37.8255,0.77796,0.68562,0.93926,0.56937,0.6,0.59763,0.21052,2.26246,1.54008,1.67344,0.00161588,0.00161588,0.00161588
196,38.019,0.72741,0.5871,0.91945,0.56739,0.63333,0.60695,0.21477,2.25959,1.50112,1.69024,0.0016139,0.0016139,0.0016139
197,38.2036,0.66026,0.58665,0.91323,0.56739,0.63333,0.60695,0.21477,2.25959,1.50112,1.69024,0.00161192,0.00161192,0.00161192
198,38.3911,0.77422,0.62708,0.91296,0.65128,0.62278,0.62529,0.23342,2.15357,1.4124,1.61902,0.00160994,0.00160994,0.00160994
199,38.5686,0.73108,0.64398,0.95005,0.65128,0.62278,0.62529,0.23342,2.15357,1.4124,1.61902,0.00160796,0.00160796,0.00160796
200,38.8304,0.67033,0.62241,0.96525,0.66278,0.58989,0.6262,0.25454,2.09863,1.33776,1.61617,0.00160598,0.00160598,0.00160598
201,39.008,0.70665,0.61731,0.85755,0.66278,0.58989,0.6262,0.25454,2.09863,1.33776,1.61617,0.001604,0.001604,0.001604
202,39.1936,0.74392,0.64395,0.87297,0.64941,0.61772,0.63102,0.24461,2.13524,1.29856,1.65155,0.00160202,0.00160202,0.00160202
203,39.3722,0.80502,0.63475,0.87562,0.64941,0.61772,0.63102,0.24461,2.13524,1.29856,1.65155,0.00160004,0.00160004,0.00160004
204,39.5631,0.70371,0.63869,0.89205,0.7304,0.66667,0.67116,0.23226,2.21568,1.2583,1.6905,0.00159806,0.00159806,0.00159806
205,39.7469,0.68376,0.57273,0.86703,0.7304,0.66667,0.67116,0.23226,2.21568,1.2583,1.6905,0.00159608,0.00159608,0.00159608
206,39.9337,0.80982,0.6169,0.94731,0.8256,0.6,0.6663,0.22246,2.24222,1.32346,1.78876,0.0015941,0.0015941,0.0015941
207,40.1138,0.62951,0.56141,0.88513,0.8256,0.6,0.6663,0.22246,2.24222,1.32346,1.78876,0.00159212,0.00159212,0.00159212
208,40.3044,0.67854,0.63067,0.9151,0.79805,0.65885,0.68811,0.23144,2.27877,1.29728,1.75936,0.00159014,0.00159014,0.00159014
209,40.4797,0.70321,0.55497,0.84361,0.79805,0.65885,0.68811,0.23144,2.27877,1.29728,1.75936,0.00158816,0.00158816,0.00158816
210,40.6677,0.71028,0.57796,0.87966,0.75841,0.7,0.68773,0.25377,2.22345,1.25285,1.71516,0.00158618,0.00158618,0.00158618
211,40.8477,0.66794,0.57159,0.89974,0.75841,0.7,0.68773,0.25377,2.22345,1.25285,1.71516,0.0015842,0.0015842,0.0015842
212,41.1188,0.71173,0.58016,0.86259,0.79276,0.73333,0.75494,0.27788,2.20055,1.28074,1.76942,0.00158222,0.00158222,0.00158222
213,41.3023,0.68697,0.70291,0.93669,0.79276,0.73333,0.75494,0.27788,2.20055,1.28074,1.76942,0.00158024,0.00158024,0.00158024
214,41.4914,0.61873,0.5921,0.87436,0.8163,0.7,0.74679,0.26457,2.23165,1.30281,1.83784,0.00157826,0.00157826,0.00157826
215,41.6671,0.77916,0.57648,0.88485,0.8163,0.7,0.74679,0.26457,2.23165,1.30281,1.83784,0.00157628,0.00157628,0.00157628
216,41.8545,0.62386,0.53706,0.87064,0.7615,0.74526,0.73081,0.24798,2.33944,1.33824,1.86182,0.0015743,0.0015743,0.0015743
217,42.0318,0.72009,0.57205,0.90497,0.7615,0.74526,0.73081,0.24798,2.33944,1.33824,1.86182,0.00157232,0.00157232,0.00157232
218,42.2172,0.72999,0.56079,0.89916,0.81053,0.6,0.66175,0.22555,2.4059,1.40632,2.00812,0.00157034,0.00157034,0.00157034
219,42.3933,0.74057,0.58658,0.94623,0.81053,0.6,0.66175,0.22555,2.4059,1.40632,2.00812,0.00156836,0.00156836,0.00156836
220,42.5811,0.76005,0.57643,0.89194,0.72435,0.56667,0.60065,0.21295,2.37567,1.40535,1.91256,0.00156638,0.00156638,0.00156638
221,42.7583,0.78578,0.61409,0.90845,0.72435,0.56667,0.60065,0.21295,2.37567,1.40535,1.91256,0.0015644,0.0015644,0.0015644
222,42.9433,0.67659,0.56748,0.87903,0.68282,0.6,0.64157,0.2141,2.28897,1.53376,1.84373,0.00156242,0.00156242,0.00156242
223,43.1932,0.5836,0.50779,0.88527,0.68282,0.6,0.64157,0.2141,2.28897,1.53376,1.84373,0.00156044,0.00156044,0.00156044
224,43.3803,0.67061,0.59651,0.8825,0.83886,0.56667,0.66047,0.20829,2.3035,1.45671,1.86255,0.00155846,0.00155846,0.00155846
225,43.5571,0.77657,0.59721,0.90533,0.83886,0.56667,0.66047,0.20829,2.3035,1.45671,1.86255,0.00155648,0.00155648,0.00155648
226,43.7444,0.77384,0.58624,0.89409,0.80283,0.6,0.68487,0.23383,2.27179,1.40302,1.84814,0.0015545,0.0015545,0.0015545
227,43.9223,0.67046,0.57223,0.87113,0.80283,0.6,0.68487,0.23383,2.27179,1.40302,1.84814,0.00155252,0.00155252,0.00155252
228,44.1077,0.74275,0.6315,0.90453,0.90278,0.66667,0.73725,0.27016,2.29202,1.36925,1.86186,0.00155054,0.00155054,0.00155054
229,44.2838,0.63386,0.57216,0.88404,0.90278,0.66667,0.73725,0.27016,2.29202,1.36925,1.86186,0.00154856,0.00154856,0.00154856
230,44.4706,0.59472,0.57562,0.90028,0.90497,0.66667,0.7105,0.24586,2.18233,1.32085,1.77696,0.00154658,0.00154658,0.00154658
231,44.648,0.64609,0.57292,0.83394,0.90497,0.66667,0.7105,0.24586,2.18233,1.32085,1.77696,0.0015446,0.0015446,0.0015446
232,44.8344,0.75798,0.59637,0.87349,0.78272,0.60042,0.65818,0.23546,2.23238,1.33636,1.81313,0.00154262,0.00154262,0.00154262
233,45.0133,0.67286,0.56078,0.87377,0.78272,0.60042,0.65818,0.23546,2.23238,1.33636,1.81313,0.00154064,0.00154064,0.00154064
234,45.2772,0.75231,0.6266,0.9084,0.73181,0.66667,0.61775,0.22452,2.3889,1.33327,1.89361,0.00153866,0.00153866,0.00153866
235,45.4539,0.61772,0.54752,0.86441,0.73181,0.66667,0.61775,0.22452,2.3889,1.33327,1.89361,0.00153668,0.00153668,0.00153668
236,45.6395,0.70537,0.61065,0.96633,0.7977,0.7,0.69366,0.24211,2.36178,1.31393,1.85229,0.0015347,0.0015347,0.0015347
237,45.8157,0.66064,0.54954,0.8967,0.7977,0.7,0.69366,0.24211,2.36178,1.31393,1.85229,0.00153272,0.00153272,0.00153272
238,46.0029,0.81132,0.54914,0.87881,0.88537,0.63333,0.7026,0.26134,2.31849,1.32114,1.79923,0.00153074,0.00153074,0.00153074
239,46.182,0.63015,0.54123,0.85825,0.88537,0.63333,0.7026,0.26134,2.31849,1.32114,1.79923,0.00152876,0.00152876,0.00152876
240,46.3712,0.74319,0.57503,0.89998,0.88213,0.6,0.66573,0.27548,2.26639,1.37739,1.72572,0.00152678,0.00152678,0.00152678
241,46.552,0.67721,0.56519,0.90455,0.88213,0.6,0.66573,0.27548,2.26639,1.37739,1.72572,0.0015248,0.0015248,0.0015248
242,46.7494,0.64486,0.57552,0.88296,0.75527,0.7,0.68873,0.27187,2.23179,1.4406,1.71853,0.00152282,0.00152282,0.00152282
243,46.9287,0.68868,0.57242,0.86047,0.75527,0.7,0.68873,0.27187,2.23179,1.4406,1.71853,0.00152084,0.00152084,0.00152084
244,47.1172,0.6272,0.53895,0.90239,0.71339,0.63333,0.6523,0.25064,2.32138,1.46717,1.83767,0.00151886,0.00151886,0.00151886
245,47.368,0.64501,0.58685,0.90719,0.71339,0.63333,0.6523,0.25064,2.32138,1.46717,1.83767,0.00151688,0.00151688,0.00151688
246,47.5583,0.66399,0.53051,0.86365,0.73804,0.65762,0.6701,0.2413,2.2953,1.43217,1.77635,0.0015149,0.0015149,0.0015149
247,47.7423,0.60194,0.54735,0.88754,0.73804,0.65762,0.6701,0.2413,2.2953,1.43217,1.77635,0.00151292,0.00151292,0.00151292
248,47.9339,0.66221,0.52178,0.89606,0.78286,0.60091,0.67812,0.25357,2.2313,1.39726,1.71672,0.00151094,0.00151094,0.00151094
249,48.1118,0.64695,0.55181,0.87201,0.78286,0.60091,0.67812,0.25357,2.2313,1.39726,1.71672,0.00150896,0.00150896,0.00150896
250,48.3041,0.74214,0.66345,0.90409,0.77647,0.6,0.66535,0.25008,2.18565,1.41443,1.69376,0.00150698,0.00150698,0.00150698
251,48.4826,0.66298,0.51795,0.89361,0.77647,0.6,0.66535,0.25008,2.18565,1.41443,1.69376,0.001505,0.001505,0.001505
252,48.6707,0.64557,0.56957,0.87684,0.78773,0.56667,0.65333,0.23147,2.19463,1.40453,1.69465,0.00150302,0.00150302,0.00150302
253,48.8485,0.70252,0.51892,0.8754,0.78773,0.56667,0.65333,0.23147,2.19463,1.40453,1.69465,0.00150104,0.00150104,0.00150104
254,49.0355,0.64027,0.57698,0.90334,0.77172,0.56667,0.65277,0.22049,2.2251,1.40259,1.71987,0.00149906,0.00149906,0.00149906
255,49.2128,0.61508,0.54659,0.85893,0.77172,0.56667,0.65277,0.22049,2.2251,1.40259,1.71987,0.00149708,0.00149708,0.00149708
256,49.4028,0.6065,0.51682,0.83675,0.63031,0.66667,0.63248,0.2308,2.20986,1.41053,1.71051,0.0014951,0.0014951,0.0014951
257,49.6559,0.61504,0.54499,0.88162,0.63031,0.66667,0.63248,0.2308,2.20986,1.41053,1.71051,0.00149312,0.00149312,0.00149312
258,49.8421,0.67244,0.54166,0.87042,0.75152,0.66667,0.73431,0.27465,2.13023,1.33163,1.64083,0.00149114,0.00149114,0.00149114
259,50.0217,0.64542,0.53051,0.8565,0.75152,0.66667,0.73431,0.27465,2.13023,1.33163,1.64083,0.00148916,0.00148916,0.00148916
260,50.2077,0.65592,0.4936,0.88265,0.77524,0.73333,0.78392,0.27595,2.16373,1.29182,1.67859,0.00148718,0.00148718,0.00148718
261,50.396,0.80883,0.58159,0.88865,0.77524,0.73333,0.78392,0.27595,2.16373,1.29182,1.67859,0.0014852,0.0014852,0.0014852
262,50.5904,0.6713,0.5419,0.87386,0.89782,0.66667,0.74356,0.26443,2.17021,1.27851,1.67888,0.00148322,0.00148322,0.00148322
263,50.7695,0.66407,0.53151,0.88012,0.89782,0.66667,0.74356,0.26443,2.17021,1.27851,1.67888,0.00148124,0.00148124,0.00148124
264,50.957,0.6685,0.52749,0.87426,0.86414,0.66667,0.7323,0.25399,2.12526,1.28945,1.655,0.00147926,0.00147926,0.00147926
265,51.1375,0.5947,0.48635,0.87981,0.86414,0.66667,0.7323,0.25399,2.12526,1.28945,1.655,0.00147728,0.00147728,0.00147728
266,51.3249,0.61855,0.50783,0.89567,0.82293,0.6,0.6716,0.25717,2.10097,1.25092,1.65059,0.0014753,0.0014753,0.0014753
267,51.5029,0.53651,0.48297,0.83628,0.82293,0.6,0.6716,0.25717,2.10097,1.25092,1.65059,0.00147332,0.00147332,0.00147332
268,51.7791,0.6007,0.55033,0.86585,0.8599,0.61414,0.7414,0.27846,2.08416,1.21589,1.63008,0.00147134,0.00147134,0.00147134
269,51.9646,0.60616,0.47919,0.81923,0.8599,0.61414,0.7414,0.27846,2.08416,1.21589,1.63008,0.00146936,0.00146936,0.00146936
270,52.1525,0.63576,0.51057,0.89585,0.74172,0.6702,0.73761,0.28425,2.17124,1.20718,1.66625,0.00146738,0.00146738,0.00146738
271,52.3361,0.58902,0.50054,0.82692,0.74172,0.6702,0.73761,0.28425,2.17124,1.20718,1.66625,0.0014654,0.0014654,0.0014654
272,52.5365,0.6556,0.54817,0.86113,0.80649,0.6948,0.73692,0.27273,2.19347,1.16199,1.65543,0.00146342,0.00146342,0.00146342
273,52.714,0.54343,0.50382,0.89284,0.80649,0.6948,0.73692,0.27273,2.19347,1.16199,1.65543,0.00146144,0.00146144,0.00146144
274,52.9046,0.53939,0.49346,0.85105,0.81429,0.63333,0.6968,0.26091,2.18667,1.18846,1.68227,0.00145946,0.00145946,0.00145946
275,53.0848,0.58788,0.58292,0.86895,0.81429,0.63333,0.6968,0.26091,2.18667,1.18846,1.68227,0.00145748,0.00145748,0.00145748
276,53.2742,0.60414,0.50249,0.90552,0.72366,0.78587,0.75384,0.25676,2.15542,1.14079,1.67578,0.0014555,0.0014555,0.0014555
277,53.4518,0.60732,0.4903,0.84656,0.72366,0.78587,0.75384,0.25676,2.15542,1.14079,1.67578,0.00145352,0.00145352,0.00145352
278,53.641,0.66688,0.53061,0.87509,0.79994,0.73333,0.75534,0.25036,2.19296,1.18693,1.74191,0.00145154,0.00145154,0.00145154
279,53.8183,0.62511,0.49396,0.87293,0.79994,0.73333,0.75534,0.25036,2.19296,1.18693,1.74191,0.00144956,0.00144956,0.00144956
280,54.0784,0.69197,0.50642,0.8501,0.7109,0.7,0.72288,0.26379,2.19319,1.27704,1.75099,0.00144758,0.00144758,0.00144758
281,54.2584,0.74424,0.59671,0.87842,0.7109,0.7,0.72288,0.26379,2.19319,1.27704,1.75099,0.0014456,0.0014456,0.0014456
282,54.4476,0.5785,0.50286,0.86498,0.75727,0.76667,0.73914,0.25926,2.2219,1.29699,1.71307,0.00144362,0.00144362,0.00144362
283,54.6292,0.64283,0.53708,0.88195,0.75727,0.76667,0.73914,0.25926,2.2219,1.29699,1.71307,0.00144164,0.00144164,0.00144164
284,54.8168,0.59504,0.47584,0.86908,0.84145,0.76667,0.7779,0.26067,2.23435,1.34066,1.75194,0.00143966,0.00143966,0.00143966
285,54.9985,0.68576,0.5252,0.87669,0.84145,0.76667,0.7779,0.26067,2.23435,1.34066,1.75194,0.00143768,0.00143768,0.00143768
286,55.1827,0.61081,0.48093,0.85009,0.91623,0.72934,0.77396,0.24657,2.25698,1.36336,1.76198,0.0014357,0.0014357,0.0014357
287,55.3613,0.60788,0.51856,0.82444,0.91623,0.72934,0.77396,0.24657,2.25698,1.36336,1.76198,0.00143372,0.00143372,0.00143372
288,55.5527,0.62096,0.49741,0.85393,0.81797,0.74923,0.76554,0.22987,2.36627,1.35876,1.86853,0.00143174,0.00143174,0.00143174
289,55.7308,0.5929,0.44193,0.86493,0.81797,0.74923,0.76554,0.22987,2.36627,1.35876,1.86853,0.00142976,0.00142976,0.00142976
290,55.9202,0.61124,0.48676,0.86984,0.78879,0.76667,0.74731,0.22176,2.43443,1.41214,1.96187,0.00142778,0.00142778,0.00142778
291,56.1725,0.64334,0.4657,0.86878,0.78879,0.76667,0.74731,0.22176,2.43443,1.41214,1.96187,0.0014258,0.0014258,0.0014258
292,56.3592,0.63194,0.5035,0.87522,0.84487,0.72636,0.73179,0.23083,2.48968,1.40637,2.06432,0.00142382,0.00142382,0.00142382
293,56.5362,0.67768,0.54917,0.88893,0.84487,0.72636,0.73179,0.23083,2.48968,1.40637,2.06432,0.00142184,0.00142184,0.00142184
294,56.7279,0.66947,0.47136,0.87192,0.89343,0.66667,0.73448,0.24382,2.43575,1.40019,1.98723,0.00141986,0.00141986,0.00141986
295,56.9051,0.68183,0.48728,0.87333,0.89343,0.66667,0.73448,0.24382,2.43575,1.40019,1.98723,0.00141788,0.00141788,0.00141788
296,57.0947,0.6651,0.47925,0.8765,0.90905,0.63333,0.67574,0.24616,2.39689,1.37575,1.91557,0.0014159,0.0014159,0.0014159
297,57.2727,0.64092,0.4845,0.84574,0.90905,0.63333,0.67574,0.24616,2.39689,1.37575,1.91557,0.00141392,0.00141392,0.00141392
298,57.4615,0.64174,0.51395,0.85798,0.8544,0.66667,0.67246,0.24769,2.31604,1.43171,1.81784,0.00141194,0.00141194,0.00141194
299,57.6378,0.62416,0.52716,0.8684,0.8544,0.66667,0.67246,0.24769,2.31604,1.43171,1.81784,0.00140996,0.00140996,0.00140996
300,57.8252,0.5953,0.5161,0.818,0.8979,0.66667,0.6753,0.23768,2.29671,1.39294,1.76313,0.00140798,0.00140798,0.00140798
301,58.0036,0.63411,0.50373,0.85479,0.8979,0.66667,0.6753,0.23768,2.29671,1.39294,1.76313,0.001406,0.001406,0.001406
302,58.2603,0.61532,0.4766,0.87238,0.79649,0.65263,0.67118,0.25927,2.24236,1.41677,1.7696,0.00140402,0.00140402,0.00140402
303,58.4375,0.60702,0.49669,0.84684,0.79649,0.65263,0.67118,0.25927,2.24236,1.41677,1.7696,0.00140204,0.00140204,0.00140204
304,58.6308,0.60867,0.45838,0.84688,0.8233,0.66667,0.70645,0.257,2.21426,1.35174,1.78462,0.00140006,0.00140006,0.00140006
305,58.8104,0.66577,0.52266,0.86535,0.8233,0.66667,0.70645,0.257,2.21426,1.35174,1.78462,0.00139808,0.00139808,0.00139808
306,58.9957,0.65585,0.5189,0.83241,0.77492,0.6,0.63309,0.23932,2.19077,1.34776,1.81332,0.0013961,0.0013961,0.0013961
307,59.1741,0.59806,0.57168,0.92574,0.77492,0.6,0.63309,0.23932,2.19077,1.34776,1.81332,0.00139412,0.00139412,0.00139412
308,59.3621,0.65119,0.50676,0.88736,0.87253,0.63333,0.74595,0.26633,2.22311,1.23412,1.8378,0.00139214,0.00139214,0.00139214
309,59.5414,0.59532,0.46449,0.84813,0.87253,0.63333,0.74595,0.26633,2.22311,1.23412,1.8378,0.00139016,0.00139016,0.00139016
310,59.7308,0.67402,0.55624,0.86237,0.97049,0.63333,0.75706,0.2747,2.14823,1.2012,1.73492,0.00138818,0.00138818,0.00138818
311,59.914,0.6377,0.59429,0.87901,0.97049,0.63333,0.75706,0.2747,2.14823,1.2012,1.73492,0.0013862,0.0013862,0.0013862
312,60.1115,0.6224,0.47021,0.8929,0.95464,0.6,0.77056,0.27918,2.19128,1.19728,1.8182,0.00138422,0.00138422,0.00138422
313,60.3613,0.59174,0.44616,0.87484,0.95464,0.6,0.77056,0.27918,2.19128,1.19728,1.8182,0.00138224,0.00138224,0.00138224
314,60.5542,0.49837,0.42283,0.85103,0.82743,0.63949,0.75244,0.27273,2.23693,1.2537,1.80285,0.00138026,0.00138026,0.00138026
315,60.7312,0.5884,0.46177,0.87061,0.82743,0.63949,0.75244,0.27273,2.23693,1.2537,1.80285,0.00137828,0.00137828,0.00137828
316,60.9206,0.62688,0.48614,0.84722,0.71156,0.65808,0.64808,0.24453,2.24832,1.38011,1.78225,0.0013763,0.0013763,0.0013763
317,61.1,0.60291,0.46721,0.8266,0.71156,0.65808,0.64808,0.24453,2.24832,1.38011,1.78225,0.00137432,0.00137432,0.00137432
318,61.2892,0.60171,0.47336,0.85756,0.68054,0.63924,0.62571,0.24484,2.18236,1.45265,1.66925,0.00137234,0.00137234,0.00137234
319,61.465,0.49062,0.43913,0.84145,0.68054,0.63924,0.62571,0.24484,2.18236,1.45265,1.66925,0.00137036,0.00137036,0.00137036
320,61.6517,0.63424,0.47842,0.82659,0.74586,0.5873,0.5949,0.22374,2.14717,1.40762,1.60912,0.00136838,0.00136838,0.00136838
321,61.8297,0.64946,0.49332,0.88426,0.74586,0.5873,0.5949,0.22374,2.14717,1.40762,1.60912,0.0013664,0.0013664,0.0013664
322,62.0151,0.54451,0.44979,0.87585,0.69571,0.7,0.65303,0.23441,2.18243,1.31753,1.57516,0.00136442,0.00136442,0.00136442
323,62.1921,0.5652,0.48153,0.90491,0.69571,0.7,0.65303,0.23441,2.18243,1.31753,1.57516,0.00136244,0.00136244,0.00136244
324,62.3805,0.68373,0.49726,0.89258,0.68748,0.66667,0.63709,0.2247,2.28756,1.37163,1.67606,0.00136046,0.00136046,0.00136046
325,62.6295,0.50892,0.43633,0.88052,0.68748,0.66667,0.63709,0.2247,2.28756,1.37163,1.67606,0.00135848,0.00135848,0.00135848
326,62.8152,0.63345,0.49333,0.88886,0.6564,0.66667,0.6357,0.23412,2.24955,1.3365,1.67743,0.0013565,0.0013565,0.0013565
327,62.9944,0.54995,0.4842,0.93788,0.6564,0.66667,0.6357,0.23412,2.24955,1.3365,1.67743,0.00135452,0.00135452,0.00135452
328,63.1817,0.60297,0.52182,0.8657,0.71572,0.67153,0.66654,0.24806,2.23702,1.38903,1.77007,0.00135254,0.00135254,0.00135254
329,63.3598,0.5624,0.46271,0.86091,0.71572,0.67153,0.66654,0.24806,2.23702,1.38903,1.77007,0.00135056,0.00135056,0.00135056
330,63.5662,0.65898,0.48189,0.90634,0.73964,0.7,0.70993,0.24598,2.2454,1.43129,1.75137,0.00134858,0.00134858,0.00134858
331,63.7439,0.57601,0.43817,0.86821,0.73964,0.7,0.70993,0.24598,2.2454,1.43129,1.75137,0.0013466,0.0013466,0.0013466
332,63.9318,0.56548,0.46854,0.8262,0.72442,0.73333,0.64158,0.222,2.25687,1.45195,1.71956,0.00134462,0.00134462,0.00134462
333,64.1249,0.62624,0.51355,0.87409,0.72442,0.73333,0.64158,0.222,2.25687,1.45195,1.71956,0.00134264,0.00134264,0.00134264
334,64.3109,0.55951,0.44424,0.80259,0.69099,0.7,0.61849,0.21238,2.26656,1.3959,1.72143,0.00134066,0.00134066,0.00134066
335,64.4866,0.57811,0.44708,0.88952,0.69099,0.7,0.61849,0.21238,2.26656,1.3959,1.72143,0.00133868,0.00133868,0.00133868
336,64.7429,0.58712,0.51706,0.85105,0.77774,0.69987,0.65216,0.22496,2.26589,1.38094,1.73746,0.0013367,0.0013367,0.0013367
337,64.92,0.60289,0.47404,0.86363,0.77774,0.69987,0.65216,0.22496,2.26589,1.38094,1.73746,0.00133472,0.00133472,0.00133472
338,65.1066,0.61661,0.46032,0.84986,0.86113,0.7,0.74052,0.26291,2.18201,1.24786,1.69201,0.00133274,0.00133274,0.00133274
339,65.2855,0.51764,0.46363,0.86583,0.86113,0.7,0.74052,0.26291,2.18201,1.24786,1.69201,0.00133076,0.00133076,0.00133076
340,65.4729,0.62566,0.45074,0.81662,0.91438,0.73333,0.75334,0.27998,2.12494,1.20311,1.66522,0.00132878,0.00132878,0.00132878
341,65.6506,0.62131,0.47655,0.86044,0.91438,0.73333,0.75334,0.27998,2.12494,1.20311,1.66522,0.0013268,0.0013268,0.0013268
342,65.8366,0.53287,0.47778,0.87872,0.80458,0.73333,0.76953,0.28183,2.1695,1.24517,1.70283,0.00132482,0.00132482,0.00132482
343,66.02,0.60731,0.46204,0.79231,0.80458,0.73333,0.76953,0.28183,2.1695,1.24517,1.70283,0.00132284,0.00132284,0.00132284
344,66.214,0.5664,0.45144,0.84169,0.87721,0.73333,0.73133,0.26876,2.22841,1.21406,1.81358,0.00132086,0.00132086,0.00132086
345,66.3905,0.52079,0.47127,0.85807,0.87721,0.73333,0.73133,0.26876,2.22841,1.21406,1.81358,0.00131888,0.00131888,0.00131888
346,66.577,0.5955,0.47738,0.82381,0.89423,0.76667,0.73952,0.27399,2.22391,1.2024,1.84593,0.0013169,0.0013169,0.0013169
347,66.7544,0.63053,0.53949,0.90995,0.89423,0.76667,0.73952,0.27399,2.22391,1.2024,1.84593,0.00131492,0.00131492,0.00131492
348,67.0143,0.5676,0.48857,0.87488,0.83746,0.73333,0.67261,0.27244,2.21296,1.30711,1.80183,0.00131294,0.00131294,0.00131294
349,67.1932,0.60773,0.47334,0.82919,0.83746,0.73333,0.67261,0.27244,2.21296,1.30711,1.80183,0.00131096,0.00131096,0.00131096
350,67.3789,0.51256,0.45843,0.85504,0.74905,0.69659,0.62037,0.26387,2.11503,1.50496,1.73279,0.00130898,0.00130898,0.00130898
351,67.555,0.54761,0.5428,0.83355,0.74905,0.69659,0.62037,0.26387,2.11503,1.50496,1.73279,0.001307,0.001307,0.001307
352,67.742,0.55382,0.48231,0.84617,0.72401,0.69955,0.60426,0.24758,2.14618,1.5319,1.76314,0.00130502,0.00130502,0.00130502
353,67.9187,0.54695,0.48331,0.89361,0.72401,0.69955,0.60426,0.24758,2.14618,1.5319,1.76314,0.00130304,0.00130304,0.00130304
354,68.1015,0.49395,0.39464,0.8659,0.77908,0.6,0.6198,0.24287,2.17215,1.48554,1.7167,0.00130106,0.00130106,0.00130106
355,68.2769,0.60432,0.5059,0.84049,0.77908,0.6,0.6198,0.24287,2.17215,1.48554,1.7167,0.00129908,0.00129908,0.00129908
356,68.464,0.52408,0.45633,0.85505,0.8218,0.63333,0.65527,0.25037,2.13562,1.43895,1.727,0.0012971,0.0012971,0.0012971
357,68.643,0.47056,0.43214,0.86564,0.8218,0.63333,0.65527,0.25037,2.13562,1.43895,1.727,0.00129512,0.00129512,0.00129512
358,68.827,0.52203,0.44304,0.85914,0.84741,0.6,0.68825,0.27778,2.1278,1.43487,1.75295,0.00129314,0.00129314,0.00129314
359,69.0782,0.47428,0.43222,0.87008,0.84741,0.6,0.68825,0.27778,2.1278,1.43487,1.75295,0.00129116,0.00129116,0.00129116
360,69.2654,0.63147,0.48574,0.9051,0.83226,0.66172,0.69932,0.26331,2.11224,1.48375,1.70788,0.00128918,0.00128918,0.00128918
361,69.4451,0.56449,0.44767,0.78063,0.83226,0.66172,0.69932,0.26331,2.11224,1.48375,1.70788,0.0012872,0.0012872,0.0012872
362,69.6347,0.65899,0.47459,0.81665,0.81814,0.59985,0.62824,0.24446,2.08153,1.52674,1.68658,0.00128522,0.00128522,0.00128522
363,69.8139,0.55209,0.4405,0.84831,0.81814,0.59985,0.62824,0.24446,2.08153,1.52674,1.68658,0.00128324,0.00128324,0.00128324
364,70.0001,0.53524,0.419,0.85261,0.68092,0.7,0.65026,0.25211,2.0657,1.50607,1.65251,0.00128126,0.00128126,0.00128126
365,70.1907,0.57577,0.45722,0.87396,0.68092,0.7,0.65026,0.25211,2.0657,1.50607,1.65251,0.00127928,0.00127928,0.00127928
366,70.3795,0.58195,0.52508,0.86763,0.80597,0.6,0.66397,0.2533,2.16811,1.31266,1.65723,0.0012773,0.0012773,0.0012773
367,70.5598,0.61837,0.49953,0.85456,0.80597,0.6,0.66397,0.2533,2.16811,1.31266,1.65723,0.00127532,0.00127532,0.00127532
368,70.7496,0.58276,0.45732,0.85283,0.72874,0.71669,0.73312,0.27261,2.17488,1.24191,1.69184,0.00127334,0.00127334,0.00127334
369,70.9267,0.51393,0.42686,0.87991,0.72874,0.71669,0.73312,0.27261,2.17488,1.24191,1.69184,0.00127136,0.00127136,0.00127136
