epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,71.2025,0.57947,0.47991,0.86846,0.84508,0.6,0.71303,0.3046,2.22753,1.20593,1.80105,0.00126938,0.00126938,0.00126938
371,71.3888,0.57859,0.50776,0.88644,0.84508,0.6,0.71303,0.3046,2.22753,1.20593,1.80105,0.0012674,0.0012674,0.0012674
372,71.579,0.53246,0.48875,0.85406,0.95791,0.6,0.70003,0.3093,2.21371,1.19014,1.75699,0.00126542,0.00126542,0.00126542
373,71.7654,0.4952,0.42992,0.85943,0.95791,0.6,0.70003,0.3093,2.21371,1.19014,1.75699,0.00126344,0.00126344,0.00126344
374,71.9619,0.54579,0.45809,0.84367,0.90502,0.6,0.72399,0.3029,2.22533,1.19493,1.75428,0.00126146,0.00126146,0.00126146
375,72.1395,0.57897,0.43203,0.87652,0.90502,0.6,0.72399,0.3029,2.22533,1.19493,1.75428,0.00125948,0.00125948,0.00125948
376,72.3229,0.59299,0.45325,0.90799,0.94733,0.59958,0.73455,0.29049,2.23933,1.26478,1.7783,0.0012575,0.0012575,0.0012575
377,72.505,0.61002,0.48333,0.85011,0.94733,0.59958,0.73455,0.29049,2.23933,1.26478,1.7783,0.00125552,0.00125552,0.00125552
378,72.6924,0.55324,0.43701,0.8811,0.96528,0.56667,0.6991,0.26148,2.2856,1.29932,1.83144,0.00125354,0.00125354,0.00125354
379,72.874,0.59036,0.46417,0.87427,0.96528,0.56667,0.6991,0.26148,2.2856,1.29932,1.83144,0.00125156,0.00125156,0.00125156
380,73.0616,0.55954,0.49307,0.92027,0.85814,0.63333,0.70211,0.24786,2.33745,1.31823,1.85849,0.00124958,0.00124958,0.00124958
381,73.3137,0.52073,0.48121,0.89823,0.85814,0.63333,0.70211,0.24786,2.33745,1.31823,1.85849,0.0012476,0.0012476,0.0012476
382,73.4995,0.56098,0.43667,0.89424,0.84563,0.63333,0.70018,0.23978,2.34052,1.36305,1.83854,0.00124562,0.00124562,0.00124562
383,73.6736,0.61252,0.43426,0.81364,0.84563,0.63333,0.70018,0.23978,2.34052,1.36305,1.83854,0.00124364,0.00124364,0.00124364
384,73.8655,0.6461,0.46487,0.81157,0.8633,0.63159,0.69542,0.27257,2.27451,1.38329,1.84062,0.00124166,0.00124166,0.00124166
385,74.0443,0.49739,0.40188,0.85181,0.8633,0.63159,0.69542,0.27257,2.27451,1.38329,1.84062,0.00123968,0.00123968,0.00123968
386,74.2347,0.59215,0.46881,0.87542,0.81781,0.63333,0.69875,0.2867,2.21438,1.32688,1.79528,0.0012377,0.0012377,0.0012377
387,74.4138,0.48609,0.43118,0.82504,0.81781,0.63333,0.69875,0.2867,2.21438,1.32688,1.79528,0.00123572,0.00123572,0.00123572
388,74.605,0.50951,0.45482,0.87052,0.89334,0.56667,0.696,0.29858,2.25787,1.39885,1.87938,0.00123374,0.00123374,0.00123374
389,74.7844,0.51156,0.39134,0.83704,0.89334,0.56667,0.696,0.29858,2.25787,1.39885,1.87938,0.00123176,0.00123176,0.00123176
390,74.973,0.48227,0.4402,0.84739,0.81872,0.53333,0.62272,0.27248,2.24611,1.57537,1.88119,0.00122978,0.00122978,0.00122978
391,75.1511,0.48495,0.40643,0.8539,0.81872,0.53333,0.62272,0.27248,2.24611,1.57537,1.88119,0.0012278,0.0012278,0.0012278
392,75.3379,0.5285,0.44126,0.83661,0.60981,0.62535,0.57632,0.23602,2.25616,1.63957,1.89142,0.00122582,0.00122582,0.00122582
393,75.59,0.53181,0.42108,0.88652,0.60981,0.62535,0.57632,0.23602,2.25616,1.63957,1.89142,0.00122384,0.00122384,0.00122384
394,75.7757,0.51842,0.432,0.86821,0.71563,0.6,0.5889,0.2415,2.22578,1.6277,1.87389,0.00122186,0.00122186,0.00122186
395,75.9522,0.47056,0.39739,0.89551,0.71563,0.6,0.5889,0.2415,2.22578,1.6277,1.87389,0.00121988,0.00121988,0.00121988
396,76.1375,0.57338,0.41237,0.84662,0.81041,0.6,0.61359,0.24928,2.2,1.54926,1.79886,0.0012179,0.0012179,0.0012179
397,76.3173,0.58212,0.45952,0.87871,0.81041,0.6,0.61359,0.24928,2.2,1.54926,1.79886,0.00121592,0.00121592,0.00121592
398,76.5071,0.55114,0.44893,0.88298,0.809,0.56484,0.62266,0.27657,2.15361,1.4332,1.75971,0.00121394,0.00121394,0.00121394
399,76.6836,0.61412,0.44567,0.85887,0.809,0.56484,0.62266,0.27657,2.15361,1.4332,1.75971,0.00121196,0.00121196,0.00121196
400,76.8692,0.4884,0.40588,0.82752,0.85647,0.59685,0.67629,0.28608,2.14345,1.42357,1.7729,0.00120998,0.00120998,0.00120998
401,77.0471,0.60826,0.49857,0.8938,0.85647,0.59685,0.67629,0.28608,2.14345,1.42357,1.7729,0.001208,0.001208,0.001208
402,77.2353,0.53996,0.39993,0.86476,0.85264,0.6,0.69641,0.28666,2.14928,1.43023,1.80727,0.00120602,0.00120602,0.00120602
403,77.4124,0.48045,0.41304,0.81774,0.85264,0.6,0.69641,0.28666,2.14928,1.43023,1.80727,0.00120404,0.00120404,0.00120404
404,77.6775,0.53886,0.43729,0.81996,0.85241,0.63333,0.72458,0.28335,2.16358,1.42004,1.83579,0.00120206,0.00120206,0.00120206
405,77.8548,0.53724,0.4098,0.85909,0.85241,0.63333,0.72458,0.28335,2.16358,1.42004,1.83579,0.00120008,0.00120008,0.00120008
406,78.0402,0.58174,0.50009,0.85343,0.90098,0.63333,0.75065,0.28535,2.17494,1.34723,1.83111,0.0011981,0.0011981,0.0011981
407,78.2194,0.50608,0.40515,0.81335,0.90098,0.63333,0.75065,0.28535,2.17494,1.34723,1.83111,0.00119612,0.00119612,0.00119612
408,78.4073,0.53448,0.45587,0.84756,0.83551,0.67757,0.76141,0.27917,2.17701,1.33497,1.81266,0.00119414,0.00119414,0.00119414
409,78.5863,0.52227,0.40951,0.86091,0.83551,0.67757,0.76141,0.27917,2.17701,1.33497,1.81266,0.00119216,0.00119216,0.00119216
410,78.7826,0.52047,0.41564,0.84718,0.81016,0.63333,0.68977,0.27038,2.18972,1.36604,1.82593,0.00119018,0.00119018,0.00119018
411,78.9597,0.51006,0.3875,0.85111,0.81016,0.63333,0.68977,0.27038,2.18972,1.36604,1.82593,0.0011882,0.0011882,0.0011882
412,79.1529,0.49971,0.41157,0.87436,0.76481,0.7,0.70915,0.28065,2.16661,1.33859,1.78431,0.00118622,0.00118622,0.00118622
413,79.3317,0.56811,0.43029,0.82679,0.76481,0.7,0.70915,0.28065,2.16661,1.33859,1.78431,0.00118424,0.00118424,0.00118424
414,79.5193,0.5001,0.4012,0.82382,0.74886,0.6959,0.70059,0.27797,2.15906,1.27317,1.79889,0.00118226,0.00118226,0.00118226
415,79.7056,0.49241,0.4156,0.86955,0.74886,0.6959,0.70059,0.27797,2.15906,1.27317,1.79889,0.00118028,0.00118028,0.00118028
416,79.9682,0.48273,0.37096,0.78947,0.75284,0.63333,0.70758,0.28556,2.15328,1.24396,1.77368,0.0011783,0.0011783,0.0011783
417,80.1574,0.47057,0.4074,0.87687,0.75284,0.63333,0.70758,0.28556,2.15328,1.24396,1.77368,0.00117632,0.00117632,0.00117632
418,80.3432,0.60559,0.4557,0.88717,0.73565,0.74231,0.72289,0.28464,2.13743,1.19761,1.71042,0.00117434,0.00117434,0.00117434
419,80.5214,0.52712,0.39795,0.85154,0.73565,0.74231,0.72289,0.28464,2.13743,1.19761,1.71042,0.00117236,0.00117236,0.00117236
420,80.7067,0.47744,0.39817,0.80719,0.74447,0.8,0.78146,0.29402,2.1391,1.19549,1.69301,0.00117038,0.00117038,0.00117038
421,80.8826,0.56053,0.42186,0.85222,0.74447,0.8,0.78146,0.29402,2.1391,1.19549,1.69301,0.0011684,0.0011684,0.0011684
422,81.0748,0.61667,0.4272,0.87511,0.74178,0.73333,0.72051,0.29094,2.13791,1.27932,1.66048,0.00116642,0.00116642,0.00116642
423,81.2561,0.47735,0.39667,0.85038,0.74178,0.73333,0.72051,0.29094,2.13791,1.27932,1.66048,0.00116444,0.00116444,0.00116444
424,81.4453,0.52005,0.42368,0.86014,0.83612,0.63333,0.77295,0.29443,2.11977,1.31448,1.64895,0.00116246,0.00116246,0.00116246
425,81.6231,0.53216,0.38235,0.82338,0.83612,0.63333,0.77295,0.29443,2.11977,1.31448,1.64895,0.00116048,0.00116048,0.00116048
426,81.8068,0.43677,0.36159,0.84011,0.95088,0.63333,0.76688,0.29485,2.109,1.27777,1.62333,0.0011585,0.0011585,0.0011585
427,82.0652,0.503,0.39822,0.85707,0.95088,0.63333,0.76688,0.29485,2.109,1.27777,1.62333,0.00115652,0.00115652,0.00115652
428,82.2521,0.63395,0.44003,0.88522,0.9717,0.6,0.76126,0.28458,2.15148,1.35048,1.64281,0.00115454,0.00115454,0.00115454
429,82.427,0.49038,0.43585,0.81733,0.9717,0.6,0.76126,0.28458,2.15148,1.35048,1.64281,0.00115256,0.00115256,0.00115256
430,82.6153,0.52628,0.44878,0.82985,0.85123,0.76667,0.78248,0.2919,2.17604,1.30162,1.66288,0.00115058,0.00115058,0.00115058
431,82.7932,0.48476,0.41779,0.88656,0.85123,0.76667,0.78248,0.2919,2.17604,1.30162,1.66288,0.0011486,0.0011486,0.0011486
432,82.9793,0.56468,0.39956,0.85649,0.91356,0.76667,0.78538,0.29649,2.17561,1.31959,1.67394,0.00114662,0.00114662,0.00114662
433,83.1584,0.51364,0.41561,0.83756,0.91356,0.76667,0.78538,0.29649,2.17561,1.31959,1.67394,0.00114464,0.00114464,0.00114464
434,83.3434,0.5764,0.41724,0.85745,0.83722,0.6861,0.71229,0.27526,2.17534,1.35113,1.65321,0.00114266,0.00114266,0.00114266
435,83.5214,0.49645,0.39586,0.81074,0.83722,0.6861,0.71229,0.27526,2.17534,1.35113,1.65321,0.00114068,0.00114068,0.00114068
436,83.7084,0.4484,0.38349,0.84863,0.77807,0.63333,0.66951,0.27421,2.1786,1.44307,1.6718,0.0011387,0.0011387,0.0011387
437,83.8852,0.67459,0.43891,0.85677,0.77807,0.63333,0.66951,0.27421,2.1786,1.44307,1.6718,0.00113672,0.00113672,0.00113672
438,84.1519,0.57164,0.43973,0.81659,0.891,0.63333,0.71346,0.26282,2.16885,1.36876,1.66896,0.00113474,0.00113474,0.00113474
439,84.3272,0.48494,0.40877,0.88611,0.891,0.63333,0.71346,0.26282,2.16885,1.36876,1.66896,0.00113276,0.00113276,0.00113276
440,84.5178,0.57223,0.43075,0.80036,0.84171,0.63333,0.63765,0.26144,2.22469,1.31849,1.69648,0.00113078,0.00113078,0.00113078
441,84.6957,0.54477,0.42859,0.83995,0.84171,0.63333,0.63765,0.26144,2.22469,1.31849,1.69648,0.0011288,0.0011288,0.0011288
442,84.8801,0.46324,0.3922,0.79719,0.86534,0.6,0.61289,0.23596,2.21427,1.31558,1.68691,0.00112682,0.00112682,0.00112682
443,85.0635,0.52065,0.41358,0.81037,0.86534,0.6,0.61289,0.23596,2.21427,1.31558,1.68691,0.00112484,0.00112484,0.00112484
444,85.2521,0.48098,0.40557,0.82534,0.8138,0.66667,0.69685,0.2569,2.18465,1.35069,1.68331,0.00112286,0.00112286,0.00112286
445,85.4298,0.52212,0.39815,0.83157,0.8138,0.66667,0.69685,0.2569,2.18465,1.35069,1.68331,0.00112088,0.00112088,0.00112088
446,85.6148,0.49284,0.43667,0.87399,0.91293,0.69901,0.76133,0.28505,2.17006,1.32521,1.69095,0.0011189,0.0011189,0.0011189
447,85.793,0.37423,0.37917,0.89052,0.91293,0.69901,0.76133,0.28505,2.17006,1.32521,1.69095,0.00111692,0.00111692,0.00111692
448,86.0513,0.49562,0.39222,0.83921,0.86303,0.7,0.7605,0.31778,2.14217,1.29469,1.6774,0.00111494,0.00111494,0.00111494
449,86.2326,0.5253,0.4159,0.89328,0.86303,0.7,0.7605,0.31778,2.14217,1.29469,1.6774,0.00111296,0.00111296,0.00111296
450,86.4231,0.50253,0.50143,0.83694,0.87865,0.72433,0.77876,0.3218,2.14036,1.25707,1.64418,0.00111098,0.00111098,0.00111098
451,86.6056,0.47379,0.42623,0.81456,0.87865,0.72433,0.77876,0.3218,2.14036,1.25707,1.64418,0.001109,0.001109,0.001109
452,86.7986,0.53899,0.39489,0.81473,0.84985,0.75498,0.78481,0.31252,2.20629,1.24778,1.67965,0.00110702,0.00110702,0.00110702
453,86.9774,0.54808,0.43176,0.85594,0.84985,0.75498,0.78481,0.31252,2.20629,1.24778,1.67965,0.00110504,0.00110504,0.00110504
454,87.1657,0.58362,0.4406,0.86893,0.9065,0.73333,0.78681,0.30988,2.26461,1.24505,1.70874,0.00110306,0.00110306,0.00110306
455,87.3447,0.52841,0.42199,0.85469,0.9065,0.73333,0.78681,0.30988,2.26461,1.24505,1.70874,0.00110108,0.00110108,0.00110108
456,87.5326,0.54318,0.38284,0.84785,0.90501,0.73333,0.79062,0.30386,2.26295,1.24579,1.69825,0.0010991,0.0010991,0.0010991
457,87.7115,0.45144,0.37472,0.87618,0.90501,0.73333,0.79062,0.30386,2.26295,1.24579,1.69825,0.00109712,0.00109712,0.00109712
458,87.8984,0.42506,0.35894,0.87434,0.86783,0.73333,0.76533,0.29717,2.28794,1.25346,1.71817,0.00109514,0.00109514,0.00109514
459,88.0837,0.52803,0.39363,0.85426,0.86783,0.73333,0.76533,0.29717,2.28794,1.25346,1.71817,0.00109316,0.00109316,0.00109316
460,88.2733,0.5606,0.433,0.87956,0.83129,0.7,0.76114,0.28365,2.26399,1.26785,1.66117,0.00109118,0.00109118,0.00109118
461,88.5375,0.56205,0.50946,0.85812,0.83129,0.7,0.76114,0.28365,2.26399,1.26785,1.66117,0.0010892,0.0010892,0.0010892
462,88.7278,0.53823,0.43047,0.87908,0.75218,0.73333,0.75174,0.27935,2.22825,1.32821,1.62493,0.00108722,0.00108722,0.00108722
463,88.9124,0.53129,0.40631,0.8586,0.75218,0.73333,0.75174,0.27935,2.22825,1.32821,1.62493,0.00108524,0.00108524,0.00108524
464,89.1009,0.49572,0.40273,0.85512,0.77446,0.7,0.73307,0.27394,2.23202,1.41804,1.63933,0.00108326,0.00108326,0.00108326
465,89.2758,0.50049,0.38694,0.85348,0.77446,0.7,0.73307,0.27394,2.23202,1.41804,1.63933,0.00108128,0.00108128,0.00108128
466,89.4629,0.52495,0.40934,0.84175,0.76026,0.7,0.71287,0.25791,2.22383,1.48941,1.66106,0.0010793,0.0010793,0.0010793
467,89.6429,0.42078,0.36648,0.84814,0.76026,0.7,0.71287,0.25791,2.22383,1.48941,1.66106,0.00107732,0.00107732,0.00107732
468,89.832,0.49858,0.41464,0.84869,0.8622,0.62594,0.70626,0.25299,2.20843,1.52328,1.6606,0.00107534,0.00107534,0.00107534
469,90.0106,0.46273,0.39203,0.82064,0.8622,0.62594,0.70626,0.25299,2.20843,1.52328,1.6606,0.00107336,0.00107336,0.00107336
470,90.2,0.46105,0.37022,0.83823,0.7675,0.66041,0.68861,0.25422,2.17602,1.62699,1.67651,0.00107138,0.00107138,0.00107138
471,90.4533,0.4907,0.39398,0.87438,0.7675,0.66041,0.68861,0.25422,2.17602,1.62699,1.67651,0.0010694,0.0010694,0.0010694
472,90.6612,0.52243,0.38935,0.8203,0.74925,0.66667,0.69993,0.26778,2.12211,1.60011,1.64618,0.00106742,0.00106742,0.00106742
473,90.8386,0.44962,0.36111,0.79588,0.74925,0.66667,0.69993,0.26778,2.12211,1.60011,1.64618,0.00106544,0.00106544,0.00106544
474,91.0267,0.41893,0.36921,0.83335,0.77674,0.66667,0.70021,0.26696,2.08614,1.56642,1.62859,0.00106346,0.00106346,0.00106346
475,91.2077,0.39302,0.3634,0.817,0.77674,0.66667,0.70021,0.26696,2.08614,1.56642,1.62859,0.00106148,0.00106148,0.00106148
476,91.4004,0.39787,0.37909,0.8377,0.7918,0.66667,0.71075,0.27718,2.07961,1.52374,1.61891,0.0010595,0.0010595,0.0010595
477,91.5825,0.43941,0.36786,0.80219,0.7918,0.66667,0.71075,0.27718,2.07961,1.52374,1.61891,0.00105752,0.00105752,0.00105752
478,91.7694,0.44664,0.35055,0.83124,0.81649,0.66667,0.72375,0.29232,2.09323,1.52656,1.65556,0.00105554,0.00105554,0.00105554
479,91.945,0.43815,0.36481,0.82459,0.81649,0.66667,0.72375,0.29232,2.09323,1.52656,1.65556,0.00105356,0.00105356,0.00105356
480,92.1376,0.46275,0.41122,0.85399,0.82196,0.66667,0.73032,0.29762,2.16086,1.52456,1.75027,0.00105158,0.00105158,0.00105158
481,92.316,0.46738,0.38446,0.85419,0.82196,0.66667,0.73032,0.29762,2.16086,1.52456,1.75027,0.0010496,0.0010496,0.0010496
482,92.5079,0.52909,0.40956,0.84374,0.86926,0.66497,0.7346,0.29476,2.11335,1.49412,1.69306,0.00104762,0.00104762,0.00104762
483,92.7618,0.46036,0.387,0.83088,0.86926,0.66497,0.7346,0.29476,2.11335,1.49412,1.69306,0.00104564,0.00104564,0.00104564
484,92.9508,0.47956,0.42511,0.81977,0.90991,0.67354,0.76949,0.2879,2.15307,1.60181,1.70668,0.00104366,0.00104366,0.00104366
485,93.1288,0.45503,0.38062,0.8213,0.90991,0.67354,0.76949,0.2879,2.15307,1.60181,1.70668,0.00104168,0.00104168,0.00104168
486,93.3171,0.48653,0.38787,0.80329,0.83545,0.67726,0.77587,0.27915,2.16722,1.56324,1.7161,0.0010397,0.0010397,0.0010397
487,93.5017,0.52798,0.40054,0.84018,0.83545,0.67726,0.77587,0.27915,2.16722,1.56324,1.7161,0.00103772,0.00103772,0.00103772
488,93.699,0.57758,0.44887,0.85184,0.89247,0.6,0.77019,0.28278,2.14244,1.56216,1.6497,0.00103574,0.00103574,0.00103574
489,93.8778,0.52982,0.40808,0.85336,0.89247,0.6,0.77019,0.28278,2.14244,1.56216,1.6497,0.00103376,0.00103376,0.00103376
490,94.0662,0.53285,0.3775,0.88638,0.89507,0.6,0.75768,0.29733,2.12471,1.55042,1.64683,0.00103178,0.00103178,0.00103178
491,94.2521,0.5041,0.402,0.85289,0.89507,0.6,0.75768,0.29733,2.12471,1.55042,1.64683,0.0010298,0.0010298,0.0010298
492,94.4509,0.4442,0.38661,0.81872,0.94584,0.63333,0.75159,0.28875,2.1091,1.53486,1.65513,0.00102782,0.00102782,0.00102782
493,94.6286,0.54331,0.39538,0.81037,0.94584,0.63333,0.75159,0.28875,2.1091,1.53486,1.65513,0.00102584,0.00102584,0.00102584
494,94.8955,0.59612,0.39012,0.8178,0.93616,0.63333,0.75361,0.28128,2.09483,1.49024,1.64157,0.00102386,0.00102386,0.00102386
495,95.0702,0.54528,0.39227,0.86156,0.93616,0.63333,0.75361,0.28128,2.09483,1.49024,1.64157,0.00102188,0.00102188,0.00102188
496,95.2598,0.43672,0.36543,0.83669,0.99311,0.63333,0.74604,0.28186,2.11024,1.49757,1.64679,0.0010199,0.0010199,0.0010199
497,95.4375,0.44909,0.44949,0.83729,0.99311,0.63333,0.74604,0.28186,2.11024,1.49757,1.64679,0.00101792,0.00101792,0.00101792
498,95.6244,0.5047,0.3683,0.79421,0.86498,0.66667,0.75075,0.2912,2.12895,1.58541,1.68326,0.00101594,0.00101594,0.00101594
499,95.8009,0.55085,0.42905,0.85319,0.86498,0.66667,0.75075,0.2912,2.12895,1.58541,1.68326,0.00101396,0.00101396,0.00101396
500,95.9871,0.49697,0.35989,0.83679,0.81346,0.73333,0.79309,0.30158,2.18178,1.43368,1.73666,0.00101198,0.00101198,0.00101198
501,96.1644,0.5026,0.39816,0.80011,0.81346,0.73333,0.79309,0.30158,2.18178,1.43368,1.73666,0.00101,0.00101,0.00101
502,96.3497,0.4942,0.39012,0.88117,0.73181,0.81884,0.79943,0.30409,2.17935,1.36381,1.66516,0.00100802,0.00100802,0.00100802
503,96.5266,0.48382,0.38895,0.83461,0.73181,0.81884,0.79943,0.30409,2.17935,1.36381,1.66516,0.00100604,0.00100604,0.00100604
504,96.7114,0.43177,0.39229,0.85604,0.74317,0.77178,0.80876,0.31768,2.14939,1.36128,1.65314,0.00100406,0.00100406,0.00100406
505,96.8856,0.52844,0.41046,0.83415,0.74317,0.77178,0.80876,0.31768,2.14939,1.36128,1.65314,0.00100208,0.00100208,0.00100208
506,97.1457,0.49073,0.392,0.846,0.9128,0.69791,0.8021,0.31399,2.17671,1.39425,1.64317,0.0010001,0.0010001,0.0010001
507,97.3216,0.47342,0.36827,0.84201,0.9128,0.69791,0.8021,0.31399,2.17671,1.39425,1.64317,0.00099812,0.00099812,0.00099812
508,97.5096,0.46863,0.3857,0.85189,0.91656,0.73333,0.79822,0.31348,2.16302,1.34844,1.64254,0.00099614,0.00099614,0.00099614
509,97.6891,0.4406,0.36932,0.83141,0.91656,0.73333,0.79822,0.31348,2.16302,1.34844,1.64254,0.00099416,0.00099416,0.00099416
510,97.8737,0.47031,0.40186,0.82832,0.87964,0.73096,0.79203,0.31484,2.11834,1.29703,1.66055,0.00099218,0.00099218,0.00099218
511,98.051,0.53,0.38631,0.81569,0.87964,0.73096,0.79203,0.31484,2.11834,1.29703,1.66055,0.0009902,0.0009902,0.0009902
512,98.2366,0.53601,0.44441,0.8548,0.90901,0.66602,0.76295,0.3224,2.08069,1.21537,1.65853,0.00098822,0.00098822,0.00098822
513,98.4164,0.53878,0.40859,0.85246,0.90901,0.66602,0.76295,0.3224,2.08069,1.21537,1.65853,0.00098624,0.00098624,0.00098624
514,98.6025,0.54091,0.40253,0.80165,0.90671,0.66667,0.75695,0.32047,2.07016,1.2069,1.65211,0.00098426,0.00098426,0.00098426
515,98.7826,0.47694,0.37459,0.82929,0.90671,0.66667,0.75695,0.32047,2.07016,1.2069,1.65211,0.00098228,0.00098228,0.00098228
516,99.0415,0.53019,0.39455,0.86166,0.75953,0.76667,0.7813,0.30985,2.14903,1.26735,1.67196,0.0009803,0.0009803,0.0009803
517,99.2198,0.47565,0.39961,0.85146,0.75953,0.76667,0.7813,0.30985,2.14903,1.26735,1.67196,0.00097832,0.00097832,0.00097832
518,99.4075,0.47678,0.37604,0.81488,0.84675,0.73683,0.79375,0.28662,2.19388,1.3102,1.64381,0.00097634,0.00097634,0.00097634
519,99.5845,0.51929,0.43982,0.86988,0.84675,0.73683,0.79375,0.28662,2.19388,1.3102,1.64381,0.00097436,0.00097436,0.00097436
520,99.7708,0.48395,0.42269,0.86618,0.90536,0.7,0.78028,0.27684,2.18667,1.37861,1.66189,0.00097238,0.00097238,0.00097238
521,99.9456,0.38066,0.35419,0.83867,0.90536,0.7,0.78028,0.27684,2.18667,1.37861,1.66189,0.0009704,0.0009704,0.0009704
522,100.131,0.51212,0.36703,0.8199,0.91269,0.69704,0.78368,0.29569,2.09597,1.35449,1.60415,0.00096842,0.00096842,0.00096842
523,100.313,0.51873,0.40745,0.84923,0.91269,0.69704,0.78368,0.29569,2.09597,1.35449,1.60415,0.00096644,0.00096644,0.00096644
524,100.499,0.48764,0.38234,0.82412,0.90815,0.6594,0.77436,0.31217,2.05434,1.3666,1.58639,0.00096446,0.00096446,0.00096446
525,100.674,0.44645,0.37805,0.80927,0.90815,0.6594,0.77436,0.31217,2.05434,1.3666,1.58639,0.00096248,0.00096248,0.00096248
526,100.859,0.44443,0.37261,0.81653,0.83535,0.7,0.76503,0.2942,2.08738,1.45732,1.61938,0.0009605,0.0009605,0.0009605
527,101.116,0.55643,0.37624,0.81029,0.83535,0.7,0.76503,0.2942,2.08738,1.45732,1.61938,0.00095852,0.00095852,0.00095852
528,101.305,0.52048,0.39668,0.81676,0.83846,0.6923,0.76028,0.29132,2.12641,1.52999,1.67935,0.00095654,0.00095654,0.00095654
529,101.483,0.47776,0.36242,0.83963,0.83846,0.6923,0.76028,0.29132,2.12641,1.52999,1.67935,0.00095456,0.00095456,0.00095456
530,101.67,0.54584,0.409,0.85045,0.80448,0.68609,0.7657,0.28723,2.12319,1.48739,1.66349,0.00095258,0.00095258,0.00095258
531,101.852,0.47336,0.38679,0.87199,0.80448,0.68609,0.7657,0.28723,2.12319,1.48739,1.66349,0.0009506,0.0009506,0.0009506
532,102.042,0.4687,0.3809,0.86024,0.85275,0.63333,0.72837,0.29353,2.13921,1.46356,1.67015,0.00094862,0.00094862,0.00094862
533,102.219,0.45535,0.38543,0.87742,0.85275,0.63333,0.72837,0.29353,2.13921,1.46356,1.67015,0.00094664,0.00094664,0.00094664
534,102.403,0.49141,0.37586,0.85184,0.90452,0.63164,0.72396,0.27217,2.14903,1.44539,1.68485,0.00094466,0.00094466,0.00094466
535,102.581,0.45126,0.36203,0.85076,0.90452,0.63164,0.72396,0.27217,2.14903,1.44539,1.68485,0.00094268,0.00094268,0.00094268
536,102.768,0.44849,0.40238,0.83227,0.90319,0.62231,0.72694,0.27982,2.12263,1.45461,1.69333,0.0009407,0.0009407,0.0009407
537,103.02,0.52949,0.37335,0.80989,0.90319,0.62231,0.72694,0.27982,2.12263,1.45461,1.69333,0.00093872,0.00093872,0.00093872
538,103.211,0.41779,0.35225,0.86938,1,0.68716,0.82265,0.3055,2.06944,1.41018,1.6726,0.00093674,0.00093674,0.00093674
539,103.39,0.41213,0.36065,0.85932,1,0.68716,0.82265,0.3055,2.06944,1.41018,1.6726,0.00093476,0.00093476,0.00093476
540,103.576,0.48943,0.39653,0.86122,0.85724,0.76667,0.82731,0.32234,2.04564,1.41879,1.65661,0.00093278,0.00093278,0.00093278
541,103.764,0.46625,0.36377,0.80348,0.85724,0.76667,0.82731,0.32234,2.04564,1.41879,1.65661,0.0009308,0.0009308,0.0009308
542,103.957,0.42705,0.33728,0.80643,0.95807,0.76176,0.83089,0.31653,2.0654,1.4486,1.67369,0.00092882,0.00092882,0.00092882
543,104.134,0.40192,0.34227,0.79895,0.95807,0.76176,0.83089,0.31653,2.0654,1.4486,1.67369,0.00092684,0.00092684,0.00092684
544,104.32,0.50165,0.36062,0.84601,0.85323,0.77538,0.82963,0.30723,2.10052,1.46476,1.66078,0.00092486,0.00092486,0.00092486
545,104.505,0.44774,0.36291,0.82483,0.85323,0.77538,0.82963,0.30723,2.10052,1.46476,1.66078,0.00092288,0.00092288,0.00092288
546,104.692,0.42442,0.37011,0.81828,0.96422,0.66667,0.77278,0.29534,2.11991,1.39766,1.68266,0.0009209,0.0009209,0.0009209
547,104.948,0.53456,0.44241,0.89758,0.96422,0.66667,0.77278,0.29534,2.11991,1.39766,1.68266,0.00091892,0.00091892,0.00091892
548,105.134,0.51339,0.40615,0.80049,0.97568,0.66667,0.78,0.29189,2.13124,1.34735,1.66338,0.00091694,0.00091694,0.00091694
549,105.31,0.50063,0.37927,0.81521,0.97568,0.66667,0.78,0.29189,2.13124,1.34735,1.66338,0.00091496,0.00091496,0.00091496
550,105.497,0.44682,0.34564,0.84084,0.9699,0.66667,0.78359,0.29381,2.1663,1.32143,1.72612,0.00091298,0.00091298,0.00091298
551,105.679,0.45865,0.37723,0.84481,0.9699,0.66667,0.78359,0.29381,2.1663,1.32143,1.72612,0.000911,0.000911,0.000911
552,105.868,0.39387,0.36458,0.82801,0.82331,0.77687,0.80063,0.30343,2.18788,1.27997,1.6974,0.00090902,0.00090902,0.00090902
553,106.048,0.40646,0.35301,0.82652,0.82331,0.77687,0.80063,0.30343,2.18788,1.27997,1.6974,0.00090704,0.00090704,0.00090704
554,106.233,0.43154,0.33716,0.83403,0.83464,0.73333,0.79035,0.30154,2.20065,1.25108,1.67675,0.00090506,0.00090506,0.00090506
555,106.412,0.50957,0.36979,0.83477,0.83464,0.73333,0.79035,0.30154,2.20065,1.25108,1.67675,0.00090308,0.00090308,0.00090308
